"Married","Dependents","Education","Self_Employed","ApplicantIncome","CoapplicantIncome","LoanAmount","Loan_Amount_Term","Owns_House","Property_Area","Loan_Status"
1,3,1,1,21013,18769,573,240,1,"Semiurban",0
1,2,1,0,23402,8157,411,120,1,"Urban",1
1,1,0,1,40257,42254,621,300,0,"Urban",0
0,1,0,0,70552,45028,656,120,1,"Rural",1
0,3,1,1,65417,918,121,180,1,"Rural",1
1,2,0,1,44126,15102,671,360,1,"Urban",1
0,2,1,1,36743,4747,331,360,1,"Semiurban",1
1,2,0,1,43073,30275,473,180,0,"Urban",1
1,0,1,1,20243,42563,488,300,0,"Rural",0
0,2,0,1,23328,27571,673,120,0,"Urban",0
0,0,0,1,3209,21965,208,360,0,"Urban",0
0,3,0,0,12800,8567,300,180,0,"Urban",0
0,1,0,1,68749,40634,376,240,0,"Semiurban",0
0,3,0,1,31007,24007,674,60,1,"Rural",1
0,2,1,0,41550,6550,566,60,0,"Urban",0
0,2,0,0,43170,42368,387,360,1,"Semiurban",0
1,3,0,1,28548,NA,680,360,0,"Urban",0
0,0,0,0,31375,31194,689,180,1,"Semiurban",1
1,0,0,1,68839,22019,133,120,0,"Rural",0
1,0,1,1,59152,22300,162,360,0,"Rural",1
0,1,0,0,53012,24592,418,120,1,"Semiurban",1
1,1,0,0,54007,33200,676,60,1,"Semiurban",1
0,2,1,1,37935,33004,153,180,0,"Urban",1
1,3,1,0,74495,306,229,240,1,"Semiurban",1
1,3,0,1,38242,12720,338,360,1,"Rural",1
1,2,1,1,29326,32791,497,60,0,"Rural",0
0,0,0,0,56811,44269,281,120,0,"Rural",0
1,1,0,1,72811,41973,374,120,1,"Rural",1
1,3,1,0,56537,49832,401,60,1,"Rural",1
1,2,0,0,60829,34283,657,60,0,"Rural",0
0,0,1,0,12552,17335,280,300,1,"Rural",0
1,0,1,1,18485,5407,373,120,1,"Urban",1
0,1,0,1,36540,414,313,60,0,"Rural",0
1,1,0,1,589840,37616,499,60,1,"Semiurban",1
1,2,1,0,49113,25999,598,60,0,"Semiurban",0
1,2,0,1,10605,4971,660,120,0,"Urban",0
0,0,1,0,27757,15145,361,180,0,"Rural",0
1,0,1,0,47865,4985,238,120,0,"Rural",0
1,3,1,1,65811,24353,647,300,0,"Rural",0
1,0,1,0,11337,7650,114,240,1,"Rural",0
1,2,0,1,4839,21754,664,300,1,"Rural",0
0,1,0,0,56102,12964,475,60,1,"Rural",0
1,2,0,1,20702,43407,673,240,0,"Urban",0
1,3,0,0,19359,31572,402,360,0,"Urban",0
1,3,0,0,35514,22905,629,240,1,"Semiurban",1
1,1,0,1,46218,27767,186,240,0,"Semiurban",0
0,2,1,1,5940,21841,185,60,0,"Semiurban",0
1,3,0,1,26953,16833,363,60,1,"Rural",0
1,2,1,1,694050,43895,546,300,0,"Urban",0
0,3,1,1,41226,40096,359,180,1,"Urban",1
1,1,1,0,5052,27752,646,180,0,"Rural",0
1,3,0,0,58606,13137,609,240,0,"Rural",0
1,2,1,1,47812,23012,487,300,1,"Urban",1
0,2,0,1,9305,12708,410,180,0,"Semiurban",0
1,3,1,0,11407,200510,205,180,0,"Semiurban",1
0,0,0,0,3785,27175,662,300,0,"Semiurban",0
0,1,0,1,70171,19335,415,240,1,"Semiurban",1
0,1,0,1,17272,44678,130,60,0,"Semiurban",0
0,3,0,1,13491,1537,689,360,0,"Semiurban",0
0,3,0,0,6109,35936,286,300,0,"Urban",0
0,0,1,0,15515,5687,446,60,1,"Rural",1
0,1,0,0,40772,16352,108,300,0,"Urban",0
1,0,0,0,25140,40571,286,300,0,"Urban",0
1,1,1,1,36052,41144,559,240,0,"Rural",0
0,3,0,1,47541,34224,387,240,0,"Semiurban",0
0,1,0,1,5413,34262,521,60,0,"Semiurban",0
0,1,0,0,21027,5060,464,300,1,"Rural",1
0,1,0,0,12319,27981,338,180,1,"Urban",0
0,0,0,1,31048,9479,423,360,0,"Rural",0
0,0,1,1,61613,29523,358,60,1,"Urban",0
1,1,0,0,33372,26814,656,120,1,"Rural",1
1,2,1,1,74871,10065,171,300,0,"Rural",0
0,0,0,1,52795,34518,396,300,0,"Urban",0
0,3,1,0,67807,25820,682,240,1,"Semiurban",1
0,3,1,1,67394,NA,85,240,0,"Urban",0
1,1,1,0,43985,22871,502,120,0,"Urban",1
0,3,0,1,73343,49325,508,60,1,"Semiurban",1
1,0,0,1,17950,37080,275,240,1,"Semiurban",0
1,2,1,1,74872,19661,426,240,1,"Semiurban",1
1,2,0,0,9524,18405,622,60,1,"Urban",0
0,2,0,0,64174,1396,237,180,0,"Rural",0
0,3,1,0,41490,173,52,360,1,"Semiurban",0
1,1,0,0,53220,44354,55,180,1,"Rural",0
1,3,1,1,44898,15913,453,300,1,"Urban",1
1,1,0,0,39866,23935,662,180,0,"Semiurban",0
1,2,1,1,18265,11080,358,60,1,"Urban",0
0,0,0,1,32830,47540,408,120,0,"Rural",0
1,3,0,1,NA,35014,557,180,0,"Urban",0
0,0,1,1,11095,19462,514,240,0,"Semiurban",0
1,2,1,1,50385,34467,567,120,1,"Semiurban",1
0,1,0,1,53295,14963,433,120,0,"Urban",0
1,0,1,1,25277,19475,539,300,0,"Rural",0
0,3,1,0,56214,20168,588,300,1,"Urban",1
0,0,1,1,43565,1844,600,240,0,"Urban",1
0,0,1,0,69486,39165,538,360,0,"Semiurban",0
1,3,1,1,51882,45653,356,120,0,"Semiurban",1
0,1,0,0,56822,48876,324,240,0,"Semiurban",0
1,3,1,1,4920,40288,657,300,0,"Urban",0
0,2,1,0,12876,9942,211,300,0,"Urban",0
0,1,1,1,24996,33660,650,360,0,"Rural",0
1,0,1,0,9419,8406,296,120,0,"Urban",0
0,3,0,0,12160,19813,585,120,0,"Urban",0
0,2,1,0,34706,13171,292,240,1,"Rural",1
1,3,0,1,469400,23129,79,360,0,"Semiurban",0
0,1,0,1,41698,30303,530,180,1,"Semiurban",1
0,2,1,0,72344,20028,270,240,0,"Rural",1
0,0,1,0,47275,27191,615,120,1,"Rural",1
0,1,0,1,50424,21723,420,240,1,"Rural",1
1,2,0,1,40506,16989,127,240,1,"Urban",1
0,1,0,1,25879,47440,169,240,1,"Semiurban",1
0,0,1,1,23773,16312,559,240,0,"Rural",0
0,2,0,1,6884,32503,563,120,1,"Urban",1
0,3,1,0,34803,29400,416,360,1,"Semiurban",1
0,3,0,0,23063,39811,129,360,1,"Urban",1
0,0,0,0,23236,225610,408,300,0,"Rural",0
0,2,1,0,34262,45406,240,60,1,"Rural",0
0,0,1,1,54579,21565,685,300,1,"Rural",1
1,0,0,1,73717,17867,685,180,1,"Rural",1
1,1,1,0,63336,29621,66,360,0,"Rural",0
1,3,1,1,21484,20669,80,240,0,"Rural",0
1,0,0,1,66026,23697,183,60,0,"Urban",0
0,1,1,0,16280,9737,272,300,0,"Semiurban",0
0,0,1,0,5754,32035,119,240,0,"Semiurban",0
1,0,0,1,53258,46721,441,180,1,"Semiurban",1
1,0,0,0,46386,48187,142,360,1,"Urban",1
1,3,1,1,34365,9688,122,120,0,"Urban",0
0,2,1,0,32604,12974,187,180,0,"Rural",0
0,3,1,1,4803,24648,73,120,1,"Semiurban",1
1,1,0,0,11272,38126,496,360,0,"Urban",0
1,2,0,1,30117,22943,217,120,1,"Urban",1
1,1,1,1,47699,28612,325,360,1,"Semiurban",1
1,0,1,1,71524,43186,338,240,0,"Urban",1
1,2,1,0,10204,42576,63,180,1,"Rural",0
0,1,0,1,65519,195830,529,240,1,"Semiurban",1
1,0,0,1,34864,21186,487,360,0,"Rural",0
0,1,1,0,583860,25563,104,360,1,"Urban",1
1,1,1,0,19486,26691,342,240,0,"Urban",1
1,3,1,1,17774,1591,410,60,1,"Urban",0
0,0,1,1,69282,15458,133,240,1,"Semiurban",1
1,3,0,0,17373,5901,418,240,0,"Urban",0
0,2,1,0,40676,40847,210,180,0,"Semiurban",0
0,0,1,1,6691,41547,355,180,0,"Urban",0
1,3,0,1,47445,9034,525,60,1,"Rural",1
1,3,1,0,28823,36417,508,360,1,"Rural",0
0,2,1,1,57564,28192,645,300,0,"Semiurban",0
0,1,1,1,70255,15116,249,240,0,"Urban",0
1,1,1,1,54354,17949,384,120,0,"Semiurban",0
0,1,1,0,9026,35697,391,120,1,"Urban",1
1,2,1,0,46496,33489,228,60,1,"Semiurban",1
0,3,0,1,17073,1804,499,120,1,"Rural",1
1,0,1,1,298360,12611,205,60,1,"Semiurban",0
0,2,0,1,68186,654,221,240,0,"Urban",0
0,1,0,0,10184,8336,445,300,0,"Semiurban",0
1,1,0,1,63829,47877,260,60,0,"Rural",1
0,0,0,0,4789,42656,618,300,0,"Urban",0
0,2,1,1,33353,22837,74,60,0,"Rural",0
0,1,1,0,29340,13229,525,60,0,"Urban",1
0,2,1,1,50343,27287,251,180,0,"Urban",0
0,3,1,0,30933,17276,659,300,0,"Rural",0
0,2,0,0,16686,27140,638,120,0,"Urban",0
0,3,0,1,32258,4290,513,120,1,"Semiurban",1
1,0,0,0,36027,28130,486,240,0,"Urban",0
0,3,1,1,21302,28122,528,180,1,"Semiurban",0
0,3,0,0,58755,46667,418,60,0,"Urban",0
1,0,1,1,50002,37681,428,360,1,"Rural",1
0,1,0,0,29362,23720,160,60,0,"Semiurban",0
0,0,1,0,10252,43736,172,180,1,"Urban",1
1,2,0,1,68635,7350,103,360,0,"Rural",0
0,0,0,0,72441,42096,520,60,1,"Urban",1
0,2,1,1,18090,2523,255,180,1,"Semiurban",1
1,1,0,1,38110,34428,216,300,1,"Semiurban",1
1,2,0,1,55385,7630,484,180,0,"Urban",0
0,0,1,0,8024,4512,650,240,0,"Semiurban",0
0,0,0,0,14441,34626,60,360,1,"Rural",1
1,1,0,0,45311,25286,432,300,1,"Semiurban",1
0,0,0,1,30387,8329,523,300,0,"Urban",0
1,1,0,1,70825,11752,558,180,1,"Semiurban",1
1,1,1,0,14291,11048,613,300,1,"Semiurban",0
1,0,1,1,34386,40103,103,120,0,"Semiurban",0
0,3,0,0,12702,14071,296,120,1,"Urban",1
1,2,1,0,46128,17117,630,120,0,"Urban",1
1,3,0,1,30762,6520,568,180,0,"Semiurban",0
1,1,1,1,6239,41354,189,360,1,"Semiurban",0
0,2,0,1,64874,5291,454,180,1,"Semiurban",1
0,3,0,1,66971,18901,555,240,0,"Rural",1
0,0,1,0,15567,15106,273,300,1,"Urban",0
1,3,0,1,9857,36095,630,120,1,"Urban",1
0,2,0,1,68603,32423,396,180,0,"Urban",0
0,2,0,1,61086,6124,423,180,0,"Urban",0
1,2,0,0,35270,13431,253,300,0,"Rural",0
1,2,1,1,5012,45863,682,180,0,"Urban",0
0,3,1,1,62049,48948,341,120,0,"Semiurban",0
0,0,1,0,68826,33014,326,300,0,"Urban",1
1,0,1,0,42080,21708,358,360,1,"Semiurban",1
0,2,0,0,59879,7587,303,120,1,"Urban",1
1,0,0,1,72215,3138,52,240,0,"Rural",0
1,3,0,0,56062,49493,237,240,0,"Rural",0
0,0,0,0,68888,31064,386,60,1,"Rural",1
0,1,1,1,21210,46995,399,60,1,"Rural",0
0,0,1,1,40146,28344,149,300,0,"Rural",0
0,2,1,0,39166,2434,506,120,0,"Urban",0
1,0,0,1,6006,49493,467,60,1,"Semiurban",0
0,0,0,1,4004,16491,206,120,0,"Semiurban",1
0,0,0,0,50580,39588,251,120,0,"Urban",0
0,0,0,1,8967,21477,378,240,0,"Semiurban",0
1,1,1,1,74964,46381,89,300,1,"Semiurban",0
0,3,1,0,37846,37994,355,240,0,"Semiurban",0
0,2,1,0,21879,7802,196,60,0,"Urban",0
1,2,0,1,5261,12872,291,180,1,"Urban",1
1,0,1,0,31340,10716,228,60,0,"Semiurban",0
1,3,0,0,70273,28107,98,360,1,"Urban",1
1,0,1,1,35323,10552,229,240,1,"Rural",1
1,1,1,1,38864,13465,365,300,1,"Rural",1
0,3,0,1,10927,5920,258,240,0,"Semiurban",0
1,3,0,0,67884,41568,537,180,1,"Rural",1
1,3,0,0,38212,5468,296,180,1,"Rural",0
1,3,1,1,44927,15125,568,180,0,"Urban",0
1,0,1,1,57150,14077,680,180,1,"Rural",1
1,1,1,1,61647,27217,486,360,1,"Semiurban",1
1,3,1,1,16056,40464,592,120,1,"Rural",0
1,2,0,0,13862,43307,398,60,0,"Rural",1
1,2,1,0,13798,2739,568,180,1,"Rural",1
0,1,0,0,62058,13845,436,360,0,"Urban",0
0,2,1,0,54747,5060,330,240,1,"Urban",1
0,0,0,0,38738,24861,467,180,0,"Urban",0
1,0,0,0,62945,10662,656,240,0,"Rural",0
1,1,1,1,20227,8685,393,240,1,"Urban",0
1,3,1,0,37393,17401,87,300,0,"Urban",0
0,2,0,0,62461,3490,415,360,0,"Urban",0
1,2,1,0,60848,2814,430,360,0,"Semiurban",0
1,1,0,0,27685,42949,175,180,0,"Semiurban",1
1,1,1,1,6480,47448,225,180,1,"Rural",0
0,2,1,1,18860,37682,150,180,1,"Rural",0
0,3,1,0,71578,10558,540,360,1,"Urban",1
1,1,1,1,60230,13653,242,240,0,"Semiurban",0
0,0,1,1,60026,44410,130,240,1,"Rural",1
1,2,0,1,9564,312320,504,180,0,"Rural",0
1,1,1,1,23012,27318,383,240,1,"Urban",0
0,1,0,0,57169,49741,622,180,0,"Semiurban",1
0,1,0,0,29341,41594,178,60,0,"Semiurban",0
0,2,0,0,59758,28616,55,120,1,"Rural",1
0,0,1,0,49841,24783,507,240,0,"Urban",1
1,0,0,0,46335,18617,70,60,0,"Rural",1
1,2,0,1,58155,25552,244,360,1,"Urban",0
0,1,0,0,32527,26640,77,60,0,"Semiurban",0
0,2,0,0,51775,17697,499,300,0,"Rural",0
1,2,0,1,53653,24553,541,60,0,"Urban",0
1,1,0,1,27704,12541,479,60,1,"Urban",1
1,2,1,0,36057,17354,284,60,1,"Urban",1
1,3,0,1,10393,37474,473,360,1,"Rural",0
0,0,0,0,43373,39357,654,360,1,"Rural",1
0,3,1,1,62171,49057,186,300,1,"Rural",1
0,3,0,0,32336,31715,131,180,0,"Semiurban",0
1,3,1,0,61714,42439,367,240,0,"Urban",0
1,2,1,0,15985,NA,414,360,1,"Urban",0
0,1,0,0,15014,13171,449,240,0,"Urban",0
0,2,0,1,11374,3185,405,300,1,"Urban",0
0,0,1,0,25299,7264,501,60,1,"Semiurban",0
1,2,1,0,30331,48509,284,300,1,"Urban",1
0,2,1,0,8584,25975,84,240,0,"Semiurban",0
1,2,1,0,15965,15529,688,240,0,"Rural",1
0,2,0,1,23819,39218,388,300,0,"Rural",1
0,3,1,1,31782,16582,503,180,1,"Urban",0
0,1,1,0,63773,36016,528,240,1,"Rural",1
1,0,1,0,26824,NA,308,120,0,"Urban",0
1,0,0,1,17110,39518,689,60,0,"Semiurban",0
1,0,1,0,50707,32029,102,120,1,"Rural",1
1,2,1,0,8825,4706,661,240,0,"Rural",0
1,0,0,1,6488,29592,492,360,1,"Semiurban",0
1,3,0,1,NA,30574,469,300,1,"Semiurban",1
0,1,1,1,71444,NA,298,180,1,"Semiurban",1
1,2,1,0,69947,49008,342,120,1,"Urban",1
0,2,1,0,8457,26858,256,120,1,"Urban",1
1,3,0,0,41216,9917,150,360,0,"Rural",0
0,0,0,0,11847,25893,264,240,1,"Rural",1
0,2,1,1,44309,29456,349,360,1,"Semiurban",1
1,2,1,1,17658,31561,625,180,1,"Urban",1
0,3,1,1,20527,3968,484,240,1,"Semiurban",0
1,3,0,1,32676,11281,288,120,1,"Semiurban",1
1,0,1,0,19781,37822,173,120,0,"Urban",0
1,1,1,0,3645,46253,567,300,0,"Rural",1
1,1,0,1,26990,27004,198,180,0,"Rural",1
0,0,1,0,21618,23671,106,120,0,"Rural",0
1,1,0,1,64859,37631,205,360,0,"Rural",0
0,3,0,1,61827,14431,646,120,1,"Rural",1
0,3,1,0,4962,44853,585,360,1,"Urban",0
0,3,0,0,42241,6174,164,360,0,"Urban",1
1,1,0,0,43251,18528,653,60,0,"Semiurban",0
0,1,1,0,65397,26069,380,60,1,"Rural",0
1,2,0,0,72951,33472,240,60,1,"Rural",1
0,2,0,0,58770,9960,583,240,0,"Urban",0
1,2,1,0,34545,33837,415,240,0,"Semiurban",1
1,1,1,0,11705,44834,543,120,0,"Urban",1
1,2,1,1,13704,26859,595,120,1,"Urban",1
1,3,1,1,35119,40496,298,360,0,"Rural",0
0,1,1,0,31671,22864,86,240,0,"Urban",1
0,0,0,0,24203,6428,346,120,1,"Urban",1
1,1,0,1,15451,8960,514,240,0,"Rural",0
0,2,0,1,27516,47798,270,180,1,"Rural",0
1,1,0,1,61642,47642,535,360,1,"Rural",1
1,2,0,1,48976,44683,448,60,1,"Rural",1
0,2,1,0,22330,8451,582,240,1,"Urban",0
1,0,1,1,37612,23030,101,120,1,"Urban",1
1,0,1,1,34790,39503,480,360,1,"Rural",1
1,3,1,1,22449,48394,257,300,0,"Urban",0
1,2,0,1,35256,26163,468,360,0,"Urban",0
1,1,1,0,10190,31741,509,180,1,"Semiurban",0
0,0,1,1,48493,24659,568,360,1,"Semiurban",0
0,0,0,0,14561,20889,218,60,0,"Semiurban",1
0,2,0,0,23431,5275,699,60,0,"Urban",0
1,1,1,0,376170,22855,189,240,0,"Rural",0
1,0,0,0,16571,47041,396,240,0,"Urban",0
1,0,0,0,3009,42599,107,120,1,"Semiurban",0
1,1,1,1,46791,18777,498,120,0,"Urban",1
1,0,0,0,73857,22624,234,360,0,"Semiurban",0
1,1,1,1,56368,18614,227,60,0,"Rural",0
0,2,0,1,51847,44358,536,360,1,"Rural",1
1,0,0,0,37224,20131,514,60,0,"Rural",0
0,2,0,0,43094,895,176,360,1,"Rural",1
1,1,0,1,708180,41620,94,240,1,"Semiurban",1
0,2,1,0,13086,11041,239,240,1,"Semiurban",0
1,2,0,0,43544,10617,411,300,1,"Semiurban",1
0,2,1,0,21955,1110,415,300,1,"Urban",1
0,3,1,1,50660,39591,242,300,0,"Semiurban",0
1,1,0,1,74168,9350,616,120,1,"Rural",1
1,1,0,0,37630,2137,343,240,0,"Semiurban",0
0,1,1,0,53385,31207,576,360,1,"Semiurban",1
1,1,0,0,7711,NA,198,360,0,"Urban",0
1,1,0,1,33871,1840,198,300,1,"Urban",1
1,0,1,0,5457,28240,300,120,0,"Urban",1
0,0,0,0,42467,43870,484,120,1,"Urban",1
1,0,1,0,16167,33510,263,300,1,"Semiurban",0
0,2,0,0,10157,3160,669,360,1,"Semiurban",0
0,2,0,1,5714,37309,84,120,1,"Rural",1
1,1,0,0,30217,40449,430,60,0,"Rural",1
0,3,0,0,43132,23391,276,60,1,"Urban",0
1,1,0,1,59371,20189,269,180,0,"Semiurban",0
1,0,0,0,59788,25616,189,60,0,"Rural",0
0,1,1,0,12583,14295,615,300,1,"Semiurban",1
0,2,1,1,45042,458760,314,360,1,"Semiurban",1
0,1,0,0,71371,42615,385,180,1,"Semiurban",0
0,0,0,1,11013,47036,671,240,0,"Semiurban",1
0,1,1,0,32540,47789,606,360,0,"Urban",0
1,2,1,0,39973,17951,328,180,0,"Rural",1
0,3,1,0,70690,18194,381,240,1,"Semiurban",1
1,0,0,1,72459,40642,244,120,0,"Semiurban",0
1,1,0,0,34558,37891,680,360,0,"Semiurban",1
0,2,0,1,43030,43976,92,360,0,"Rural",0
0,0,1,1,39636,14868,307,120,1,"Urban",1
0,0,1,1,72326,26070,491,360,0,"Urban",0
0,2,0,1,62051,15597,345,300,1,"Semiurban",1
0,1,1,1,66566,25180,660,180,1,"Semiurban",1
1,1,0,1,54159,41437,486,240,1,"Urban",1
1,1,0,0,69809,23664,678,240,1,"Rural",1
1,0,1,0,59025,38620,447,180,1,"Semiurban",1
0,3,0,0,29680,37473,174,300,0,"Rural",0
0,0,1,0,15434,141,546,360,0,"Urban",1
1,1,1,1,65185,47765,413,120,0,"Semiurban",0
0,0,0,0,49096,4655,196,120,0,"Semiurban",0
0,3,0,0,50471,30927,509,360,0,"Rural",0
0,0,1,1,59004,43530,220,60,1,"Rural",0
1,2,0,0,43579,28602,359,240,0,"Rural",0
0,1,1,1,13487,38157,401,180,0,"Semiurban",0
1,1,0,0,63628,25785,397,180,1,"Urban",0
0,1,1,0,51133,33575,400,240,1,"Urban",1
0,0,1,1,12610,7388,622,180,1,"Urban",0
1,0,0,0,56551,26704,190,240,1,"Rural",1
0,0,0,0,16869,37272,219,300,0,"Rural",0
0,1,1,0,51954,33741,274,360,1,"Urban",1
0,0,1,0,25979,35706,270,240,0,"Semiurban",0
1,1,1,1,14492,31401,414,300,0,"Urban",1
0,0,1,0,63920,85,162,240,0,"Rural",0
0,1,0,1,26409,24107,298,300,1,"Rural",1
0,2,0,1,68162,42756,519,300,0,"Rural",0
0,0,0,0,27077,14439,498,300,1,"Rural",0
0,1,1,1,63428,25035,97,360,1,"Urban",1
1,2,0,0,29455,15075,400,240,0,"Urban",0
1,2,1,1,30385,30395,133,60,0,"Semiurban",0
0,3,1,1,3847,18892,648,240,1,"Rural",1
0,0,0,1,56213,15711,222,240,0,"Urban",0
1,1,0,1,12704,28464,194,300,0,"Rural",1
0,3,1,0,47862,44220,500,180,0,"Rural",0
0,0,1,0,34849,47972,594,180,1,"Rural",1
0,2,0,0,74868,22216,370,240,0,"Semiurban",0
0,0,1,0,8648,13442,197,180,1,"Rural",0
0,1,0,1,34793,37034,175,60,1,"Rural",1
0,2,0,0,6450,42313,690,180,1,"Urban",1
0,3,1,0,11418,33959,515,180,1,"Rural",0
0,0,1,0,51718,49135,178,300,1,"Semiurban",0
1,0,1,1,37575,26108,124,240,1,"Semiurban",1
1,3,1,1,36186,26492,535,60,1,"Rural",0
0,0,1,1,29451,15870,265,60,1,"Semiurban",1
0,0,0,1,6155,9439,286,240,1,"Semiurban",1
0,0,0,1,12110,5921,145,60,0,"Semiurban",0
0,2,0,0,32448,29208,232,120,0,"Semiurban",0
1,2,0,1,48231,19895,682,120,0,"Urban",1
1,1,1,0,38399,29215,244,180,1,"Rural",0
1,0,0,1,23058,38509,299,240,0,"Urban",0
1,1,1,1,NA,32356,672,180,1,"Urban",1
0,2,1,1,51698,13461,496,300,1,"Urban",0
0,0,1,1,48379,40792,121,240,1,"Semiurban",0
0,1,1,1,6812,24256,101,60,1,"Semiurban",1
1,0,1,1,20270,22883,545,300,0,"Semiurban",0
0,0,0,0,26978,48916,204,300,1,"Rural",1
0,3,1,1,14531,45800,369,240,1,"Rural",1
1,1,1,1,31783,30671,350,180,1,"Rural",1
1,2,0,0,63019,40927,244,120,0,"Semiurban",0
1,1,0,1,16236,46075,75,180,1,"Semiurban",0
1,1,0,1,33093,37396,276,120,1,"Semiurban",1
1,1,1,0,72683,NA,446,360,1,"Urban",1
0,3,1,0,21515,3483,258,120,1,"Urban",1
0,0,1,1,5759,10130,463,240,0,"Semiurban",1
1,2,1,1,28316,6157,302,120,0,"Urban",1
0,3,0,1,71412,39126,477,360,0,"Semiurban",0
0,2,0,1,48480,5139,663,60,0,"Semiurban",0
0,3,0,1,16332,17311,314,60,0,"Urban",1
0,0,0,1,52207,42471,225,120,1,"Semiurban",1
1,2,0,0,46819,39347,401,180,1,"Rural",1
0,1,0,0,61150,13632,233,120,1,"Rural",1
0,3,1,0,56902,3038,373,240,0,"Urban",0
0,2,1,0,12198,7219,548,240,0,"Semiurban",0
1,0,0,1,18732,6500,242,300,1,"Semiurban",1
0,2,0,0,58419,18105,535,180,0,"Semiurban",0
1,3,0,1,4781,29278,244,180,1,"Urban",1
1,0,0,1,53141,27995,70,120,1,"Semiurban",0
1,1,1,0,64277,2825,383,120,0,"Rural",1
1,3,1,1,59704,23054,618,240,1,"Rural",1
0,3,1,0,34485,43694,104,300,1,"Rural",0
1,0,0,0,57351,41178,51,360,0,"Urban",0
1,3,0,0,29654,41481,353,120,1,"Rural",1
1,2,0,0,36145,16788,583,180,1,"Rural",1
1,1,1,0,54529,13077,190,60,1,"Urban",1
1,2,1,1,49378,31013,138,120,0,"Semiurban",0
0,0,1,0,19665,6158,636,300,0,"Semiurban",0
1,3,0,1,65475,20805,635,180,0,"Semiurban",0
0,1,1,1,50802,37834,354,60,1,"Rural",1
0,0,1,1,42752,10027,214,60,0,"Semiurban",0
1,2,0,1,39362,32925,266,300,1,"Rural",1
0,3,1,0,53990,22295,413,180,0,"Semiurban",1
0,3,0,1,50126,42581,580,120,1,"Rural",1
0,0,0,0,42338,28253,333,300,0,"Urban",0
1,2,0,1,24114,39811,411,240,0,"Rural",0
1,3,1,0,5120,7921,417,180,1,"Urban",1
1,2,1,0,3785,46853,490,300,0,"Urban",0
1,1,0,0,59925,17189,494,300,0,"Urban",0
1,3,1,0,69473,25881,426,360,0,"Semiurban",0
1,1,0,0,32969,43154,545,360,0,"Semiurban",0
1,3,1,1,68236,40003,237,60,1,"Semiurban",0
0,0,0,1,19297,16887,699,120,1,"Urban",1
0,3,0,1,25816,24110,433,240,1,"Urban",0
1,3,1,1,73070,5183,477,240,1,"Rural",1
0,2,0,0,12529,19023,207,300,1,"Rural",1
1,2,0,1,25013,8957,676,300,1,"Urban",0
1,1,0,1,33089,16620,274,60,0,"Urban",0
1,1,0,1,9171,4491,606,300,0,"Semiurban",0
0,1,0,1,44229,42964,679,180,1,"Semiurban",1
1,3,1,1,20874,38728,421,120,0,"Rural",1
1,3,1,0,NA,34567,358,120,0,"Urban",0
1,1,0,0,62465,3387,408,360,0,"Semiurban",0
1,0,1,1,62024,16025,151,60,1,"Semiurban",1
0,0,0,0,24153,1446,509,300,1,"Rural",1
1,3,0,1,31429,32899,181,300,0,"Semiurban",0
0,0,0,0,60753,39137,251,180,1,"Rural",1
0,0,0,0,9641,38360,336,300,0,"Semiurban",0
1,1,0,1,45401,26610,196,300,0,"Urban",0
1,0,1,0,28367,36981,343,120,1,"Semiurban",1
0,0,1,1,24726,29309,82,300,0,"Rural",1
0,3,1,1,7677,32630,67,60,1,"Urban",1
0,3,1,0,8139,30434,164,180,1,"Semiurban",1
0,3,1,0,60766,45394,257,180,0,"Rural",1
1,0,1,0,27696,34226,210,240,0,"Semiurban",0
0,1,0,0,54372,5298,339,240,1,"Rural",1
0,2,1,1,60414,18406,368,360,1,"Rural",0
0,3,0,1,15832,34716,511,180,0,"Rural",0
0,3,0,1,8425,22989,608,60,1,"Semiurban",1
1,3,1,1,6900,42580,101,180,0,"Semiurban",1
1,1,1,1,32134,45731,101,60,0,"Rural",0
1,2,0,1,5817,12005,220,60,1,"Rural",0
0,2,0,0,73486,6861,667,120,0,"Rural",1
0,3,0,1,38607,40039,659,240,1,"Rural",1
1,0,0,1,10691,10353,494,60,0,"Rural",0
1,3,0,0,68978,40635,180,360,0,"Rural",0
0,3,1,0,25778,15630,272,120,0,"Rural",0
1,0,1,1,60154,4718,364,60,0,"Rural",0
0,0,0,1,51788,36918,688,120,0,"Semiurban",0
0,3,0,0,12413,16907,175,240,1,"Urban",0
0,1,0,1,46400,35249,561,120,0,"Urban",0
0,1,0,0,32899,4484,179,240,0,"Semiurban",0
0,0,0,0,48463,23194,93,180,1,"Rural",0
0,3,0,0,3894,23886,433,180,1,"Semiurban",1
1,1,0,1,38021,8537,237,240,0,"Rural",0
1,3,0,1,NA,35080,293,60,1,"Urban",1
1,3,1,0,30791,23399,652,300,0,"Semiurban",1
0,3,0,0,46520,23655,576,300,1,"Urban",1
1,1,0,1,32899,26274,368,360,1,"Semiurban",1
0,2,1,1,50802,32908,623,300,0,"Semiurban",0
0,3,0,1,3371,6892,639,360,1,"Urban",0
0,1,0,0,33193,40544,323,240,1,"Urban",1
0,2,0,0,63747,42081,120,60,0,"Urban",0
1,0,0,0,17464,19267,73,240,1,"Rural",1
1,1,1,1,52025,40396,343,240,1,"Urban",1
1,2,0,0,32872,46025,183,360,1,"Urban",1
0,1,0,0,67997,47668,453,120,1,"Urban",1
